id,week,name,artist,kana,year,nation,label,producer,corner,youtube
45,6,Leave a Light On,Belinda Carlisle,,1989,US,"MCA, Virgin",Rick Nowels,,pmZYE8j2ZNs
46,6,Love Letter Boxes,The Posies,,1993,US,DGC,Don Fleming,,q1oiHcKAAeA
47,6,YES-YES-YES,オフコース,,1982,JPN,EXPRESS,,,v8a6z8PixD0
48,6,積木の汽車,Sheen,,1995,JPN,ファンハウス,森達彦,ちょっぴりタイムマシン,
49,7,スカーレット,スピッツ,,1998,JPN,ポリドール,笹路正徳,漫遊前の一曲,l1-D43s6D_A
50,7,The Hellion / Electric Eye,Judas Priest,,1982,UK,Columbia,Tom Allom,三輪テツヤ選曲,yMVV_HsHcX0
51,7,Purgatory,Iron Maiden,,1981,UK,EMI,Martin Birch,田村明浩選曲,ie7GZGdgdPQ
52,7,あせかきベソかきRock’n Roll run,横浜銀蝿,よこはまぎんばえ,1982,JPN,キングレコード,,崎山龍男選曲,
53,7,ふっかつのじゅもん,sumika,,2014,JPN,murffin discs,,,mSe8zHd27MU
54,7,You,Nuno,,1997,US,A&M,Anthony J. Resta,三輪テツヤ選曲,
55,7,NO YOUNG,フラワーカンパニーズ,,2017,JPN,チキン・スキン・レコード,,田村明浩選曲,
56,7,alone,BAND-MAID,,2016,JPN,CROWN STONES,,崎山龍男選曲,axF56i4spio
57,7,Honey Dripper,アン・ルイス,,1986,JPN,ビクター,,ちょっぴりタイムマシン,
58,8,ハイファイ・ローファイ(NEW MIX),スピッツ,,2004,JPN,ユニバーサル,,漫遊前の一曲,
59,8,Stand Up & Shout,Dio,,1983,UK,Vertigo,Ronnie James Dio,三輪テツヤ選曲,oIqdF4i3q58
60,8,The Spirit of Radio,Rush,,1980,CAN,Mercury Records,Terry Brown,田村明浩選曲,QuL_euRslTc
61,8,Loudness,Loudness,,1981,JPN,日本コロムビア,,崎山龍男選曲,
62,8,Lonesome in a crowd,The Groovers,,2009,JPN,BM tunes,,三輪テツヤ選曲,
63,8,Cum On Feel the Noize,Quiet Riot,,1983,US,Pasha,Spencer Proffer,田村明浩選曲,ZxgMGk9JPVA
64,8,ロマンスがありあまる,ゲスの極み乙女。,げすのきわみおとめ,2015,JPN,ワーナーミュージック・ジャパン,,崎山龍男選曲,C6-AN8J385c
65,8,LADY REIKO,BLIZARD,,1984,JPN,ワーナー・パイオニア,,ちょっぴりタイムマシン,
66,9,春の歌,スピッツ,,2005,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,94uxNQqmknk
67,9,Blackbird,The Beatles,,1968,UK,Apple,George Martin,,Man4Xw8Xypo
68,9,バンドワゴン,くるり,,2004,JPN,SPEEDSTAR RECORDS,,,
69,9,Ho Hey,The Lumineers,,2012,US,Dualtone,Ryan Hadlock,,zvCBSSwgtg4
70,9,ゆらゆら,YeYe,,2017,JPN,Rallye,,,StkLx0e4f6c
71,9,Queen Bitch,David Bowie,,1971,UK,RCA,Ken Scott,,2_ayFz62eYE
72,9,Wond’ring Aloud ,Jethro Tull,,1971,UK,Chrysalis,,,luDfuZkeqKU
73,9,クロ,遊佐未森,ゆさみもり,2005,JPN,ヤマハミュージックコミュニケーションズ,,ちょっぴりタイムマシン,
74,10,1987→,スピッツ,,2017,JPN,ユニバーサル,,漫遊前の一曲,SalC2mBb1QQ
75,10,優しい川,エレファントカシマシ,,1988,JPN,EPIC SONY,,,
76,10,虹の彼方へ,Mr.Children,,1992,JPN,トイズファクトリー,小林武史,,
77,10,おーい！！,ウルフルズ,,2015,JPN,ワーナーミュージック・ジャパン,,,
78,10,だけど一人じゃいられない,JUN SKY WALKER(S),,1988,JPN,トイズファクトリー,,,
79,10,ビューティフルドリーマー,フラワーカンパニーズ,,2013,JPN,ソニー・ミュージックアソシエイテッドレコーズ,,,fIh0IAqObi8
80,10,Charmless Man,Blur,,1995,UK,Food,Stephen Street,,p1a_4CN4onA
81,10,月とSNAPSHOTS,鈴木祥子,すずきしょうこ,1995,JPN,EPIC SONY,,ちょっぴりタイムマシン,
82,11,Holiday,スピッツ,,2000,JPN,ポリドール,石田小吉,漫遊前の一曲,
83,11,キルミー,SUNNY CAR WASH,,2017,JPN,OFUTON RECORDS,,,8AkTa5QjssU
84,11,ベイビーイッツオールライト,Layne,,2017,JPN,Youth Records,,,
85,11,"Lies,Lies,Lies/あの娘は嘘つき",SHOTGUN RUNNERS,,2011,JPN,MAJESTIC SOUND RECORDS,,,-PCYIJXX0eI
86,11,きみの春になれたら,プププランド,,2017,JPN,EXXENTRIC RECORDS,,,-TA2sEgc_Iw
87,11,Ghana,D.A.N,,2016,JPN,SSWB / BAYON PRODUCTION,,,z2EcSLaK15w
88,11,檸檬,BURNOUT SYNDROMES,,2016,JPN,EPIC SONY,,,
89,11,いってみよう,馬喰町バンド,ばくろちょうばんど,2017,JPN,HOWANIMALMOVE,,,wz2lipZ3Lho
90,11,欲しいのはおまえだけ,BOW WOW,,1980,JPN,SMS Records,,ちょっぴりタイムマシン,
91,12,ヒバリのこころ,スピッツ,,1991,JPN,ポリドール,高橋信彦,漫遊前の一曲,GYmu0pLeU_c
92,12,ふな ふな ふなっしー♪,ふなっしー,,2013,JPN,ユニバーサル,高見沢俊彦,,EyRgTBwQ_d8
93,12,半斤八両,許冠傑,さみゅえるほい,1976,HKG,PolyGram,,,
94,12,Yamasuki,Yamasuki Singers,,1971,FR,Biram,Jean Kluger,,BXCrpFRK_n0
95,12,O・TO・GA・MEはーと,激しぶBOYS,げきしぶぼういず,2004,JPN,トイズファクトリー,,,
96,12,どこへ行くの,川崎幸子・敏子,かわさきゆきことしこ,1970,JPN,日本コロムビア,,,
97,12,目をつむってモンキーダンス,平尾昌晃,ひらおまさあき,1960,JPN,キングレコード,,,
98,12,値上げ,高田渡,たかだわたる,1971,JPN,キングレコード,,,
99,12,New Morning,カーネーション,,1997,JPN,日本コロムビア,,ちょっぴりタイムマシン,TbK6mkKb5hg
100,13,愛のしるし,スピッツ,,1999,JPN,ポリドール,白井良明,漫遊前の一曲,7awhzclrBMc
101,13,Be My Baby,Vanessa Paradis,,1992,FR,Remark Records,Lenny Kravitz,,WXnR7iZy0ZM
102,13,The Difference,The Wallflowers,,1996,US,Interscope Records,T Bone Burnett,,5qSAMtomFvk
103,13,"Listen, Learn, Read On",Deep Purple,,1968,UK,Tetragrammaton,Derek Lawrence,,
104,13,まんをじして,奥田民生,おくだたみお,2002,JPN,Sony Records,,,
105,13,Rock the Nation,Montrose,,1973,US,Water Bros.,Ted Templeman,,r4nd8BgBoPo
106,13,BYE,L⇔R,,1995,JPN,ポニーキャニオン,,,
107,13,涙の理由,Be Modern,,1986,JPN,EPIC SONY,,ちょっぴりタイムマシン,
108,14,ビギナー,スピッツ,,2010,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,Dy7p52n2JGs
109,14,わかってもらえるさ,RCサクセション,,1976,JPN,キティレコード,,,
110,14,踊ろよベイビー,遠藤賢司,えんどうけんじ,1974,JPN,ポリドール,,,
111,14,香り,外道,げどう,1974,JPN,ショーボートレコード,ミッキー・カーチス,,UINL13_XHLg
112,14,夕飯は御仕舞,葡萄畑,ぶどうばたけ,1974,JPN,ポリドール,,,
113,14,スウィート・ホーム大阪,ファニー・カンパニー,,1972,JPN,アトランティック,,,
114,14,On Wings of Love,紫,むらさき,1976,JPN,Bourbon Records,,,
115,14,シトラス,advantage Lucy,,1998,JPN,東芝EMI,,ちょっぴりタイムマシン,
116,15,子グマ!子グマ!,スピッツ,,2016,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
117,15,We Will Rock You,Queen,,1977,UK,EMI,,,-tJYN-eG1zk
118,15,If the Kids Are United,Sham 69,,1978,UK,Polydor,,,ag-Ht5jg-6M
119,15,Idle Gossip,Toy Dolls,,1986,UK,Volume Records,,,RjCi2vFeZhk
120,15,We’re Not Gonna Take It,Twisted Sister,,1984,US,Atlantic,Tom Werman,,4xmckWVPRaI
121,15,Drunken Lullabies,Flogging Molly,,2002,US,SideOneDummy,Ted Hutt,,89NjEeHku8o
122,15,Sólo le pido a Dios,León Gieco,,1978,ARG,Music Hall,,,UdEIMVbGUI4
123,15,天井裏から愛を込めて,アンジー,,1988,JPN,メルダック,,ちょっぴりタイムマシン,
124,16,シロクマ,スピッツ,,2010,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,UiYl1r5m5a0
125,16,Baba O'Riley,The Who,,1971,UK,Polydor,Glyn Johns,,LDknRxdHNog
126,16,Applaud The Winner,Tantrum,,1979,US,Ovation Records,,,nI6dkvEsdoE
127,16,Push,The Cure,,1985,UK,Fiction,David M. Allen,,i6T7xjBFPWA
128,16,JOLLY ROGERS,THE WILLARD,,1985,JPN,キャプテンレコード,,,
129,16,The Ballroom Blitz,Sweet,,1973,UK,RCA,,,ewFBuYHldeY
130,16,This Magnificent Bird Will Rise,Deerhoof,,2002,US,Kill Rock Stars,,,hjAMDEfdluY
131,16,S.O.S,ハイハニDX,,2000,JPN,Knockers Records,,ちょっぴりタイムマシン,
132,17,群青,スピッツ,,2007,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,13jH7X4aKi8
133,17,July Morning,Uriah Heep,,1971,UK,Bronze,,,SAx5XtiB2CQ
134,17,Look at Yourself,Uriah Heep,,1971,UK,Bronze,,,07qum-r17A8
135,17,The Wizard,Uriah Heep,,1972,UK,Bronze,,,Mki3xYnStUM
136,17,Come Away Melinda,Uriah Heep,,1970,UK,Vertigo,,,21aH8nI5Nhw
137,17,Too Scared to Run,Uriah Heep,,1982,UK,Bronze,,,kUgItn-NM9M
138,17,I Can See You,Uriah Heep,,2011,UK,Frontiers,,,wWy3HyDwcBE
139,17,この森へ←,チエ・カジウラ,,1996,JPN,SPEEDSTAR RECORDS,,ちょっぴりタイムマシン,
140,18,ガーベラ,スピッツ,,2002,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
141,18,センチメンタル,Syrup16g,,2002,JPN,トライアド,,,
142,18,小さなリンジー,田中茉裕,たなかまひろ,2012,JPN,AVOCADO records,,,YFESOU_YdSA
143,18,貴方が好きな私,阿部真央,あべまお,2013,JPN,ポニーキャニオン,,,mvt21LGL7P0
144,18,サルビアの花,もとまろ,,1972,JPN,キャニオンレコード,,,
145,18,Autre Temps,Alcest,,2012,FR,Prophecy Productions,,,85c-P9hbmBg
146,18,ひかりのふるさと,青葉市子,あおばいちこ,2012,JPN,東雲録音,,,qoa1G6uBz-0
147,18,Boys & Girls,THE FUSE,,1990,JPN,東芝EMI,,ちょっぴりタイムマシン,
148,19,スパイダー,スピッツ,,1994,JPN,ポリドール,笹路正徳,漫遊前の一曲,mf-RrGndfC8
149,19,Those Were the Days,Mary Hopkin,,1968,UK,Apple,Paul McCartney,,1DQepQaporY
150,19,The Legend of Xanadu,"Dave Dee, Dozy, Beaky, Mick & Tich",,1968,UK,Fontana Records,Steve Rowland,,NZxFuAc8iMU
151,19,Hurdy Gurdy Man,Donovan,,1968,UK,Pye,Mickie Most,,CHxfOZH8cew
152,19,In-A-Gadda-Da-Vida,Iron Butterfly,,1968,US,Atco,,,hNBgEirKxq8
153,19,Irrésistiblement,Sylvie Vartan,,1968,FR,RCA Victor,,,
154,19,Race with the Devil,The Gun,,1968,UK,CBS,,,Ke3-v0g6GcU
155,19,京都,ピロカルピン,,2009,JPN,グララーガ,,ちょっぴりタイムマシン,
156,20,日曜日,スピッツ,,1991,JPN,ポリドール,高橋信彦,漫遊前の一曲,
157,20,マッハバロン,すぎうらよしひろ,,1974,JPN,ポリドール,,,
158,20,ルパン三世 その2,チャーリー・コーセー,,1971,JPN,,,,
159,20,はじめ人間ギャートルズ,ザ・ギャートルズ,,1974,JPN,CBS・ソニー,,,5StFXTlh_2A
160,20,ファイトだ!!ピュー太,フォア・ジェッツ,,1968,JPN,,,,
161,20,ハクション大魔王のうた,嶋崎由理,しまざきゆり,1969,JPN,日本コロムビア,,,n1FIUDXrnOg
162,20,さすらいの太陽,スリー・グレイセス,,1971,JPN,日本コロムビア,,,
163,20,きこえるかしら,大和田りつこ,おおわだりつこ,1979,JPN,,,,DBQgH2o8YKI
164,20,ミクロイドS,ヤング・スターズ,,1973,JPN,,,,GISZN2NBgU0
165,20,レオのうた,弘田三枝子,ひろたみえこ,1965,JPN,,,,
166,20,正義の使者だぜ ドテラマン,こおろぎ'73,,1986,JPN,日本コロムビア,,,
167,20,Kill Me Stop,CASCADE,,1995,JPN,ビクターエンタテイメント,,ちょっぴりタイムマシン,
168,21,正しい街,the ウラシマ’S,,2017,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
169,21,Any Way You Want It,Journey,,1980,US,Columbia,Geoff Workman,,atxUuldUcfI
170,21,Heat of the Moment,Asia,,1982,UK,Geffen,Mike Stone,,81qZLpu8FY4
171,21,Working for the Weekend,Loverboy,,1981,CAN,Columbia,Bruce Fairbairn,,zL8G5pBZ5CI
172,21,In Your Letter,REO Speedwagon,,1980,US,Epic,Kevin Beamish,,zpOULjyy-n8
173,21,People of the South Wind,Kansas,,1979,US,Kirshner,,,FtXwopQ0GYo
174,21,99,Toto,,1979,US,Columbia,,,qhw-XlTMB5I
175,21,Y・M・J・S,Sepa,,2001,JPN,徳間ジャパン,森純太,ちょっぴりタイムマシン,
176,22,ロビンソン,スピッツ,,1995,JPN,ポリドール,笹路正徳,漫遊前の一曲,51CH3dPaWXc
177,22,僕はコレクター,THE COLLECTORS,,1987,JPN,BAIDIS,,,
178,22,虹色サーカス団,THE COLLECTORS,,1988,JPN,BAIDIS,,,
179,22,太陽が昇るまえに,THE COLLECTORS,,1989,JPN,BAIDIS,,,
180,22,LUNA,THE COLLECTORS,,2001,JPN,TRIAD,吉田仁,,c-l7ozIHx4I
181,22,東京虫バグズ,THE COLLECTORS,,2007,JPN,TRIAD,吉田仁,,
182,22,ロマンチック・プラネット,THE COLLECTORS,,2016,JPN,TRIAD,,,
183,22,タイマー,フーバーオーバー,,2008,JPN,PLUS MAGIC,,ちょっぴりタイムマシン,
184,23,ジュテーム？,スピッツ,,2000,JPN,ポリドール,石田小吉,漫遊前の一曲,
185,23,Je veux qu’il revienne,Françoise Hardy,,1964,FR,Disques Vogue,Jacques Wolfsohn,,opUnrzBE45s
186,23,Harley Davidson,Brigitte Bardot,,1968,FR,Mercury Records,,,nKltTdqtLFo
187,23,Antisocial,Trust,,1980,FR,BMG,,,Hx_m7Y9nGtU
188,23,Cybele's Reverie,Stereolab,,1996,UK,Duophonic,,,NgGkUMCixH0
189,23,J't'emmène au vent,Louise attaque,,1997,FR,Atmosphériques,,,BRTDC9Z5UdE
190,23,Perdus cette nuit,BB Brunes,,2007,FR,Warner Music,,,gf4yoP3wWdo
191,23,Je cours,Kyo,,2003,FR,Jive Records,,,5xqBUE8z-bk
192,23,明日の行方,SMILE,,1995,JPN,ソニー・ミュージックレコーズ,,ちょっぴりタイムマシン,
193,24,あじさい通り,スピッツ,,1995,JPN,ポリドール,笹路正徳,漫遊前の一曲,
194,24,昆虫軍,戸川純,とがわじゅん,1984,JPN,アルファレコード,,,
195,24,べにくじら,有頂天,うちょうてん,1986,JPN,キャニオンレコード,,,
196,24,GERONIMO,GASTUNK,,1986,JPN,クラウンミュージック,,,
197,24,うめたて,ZELDA,,1983,JPN,日本フォノグラム,白井良明,,
198,24,BROKEN GENERATION,LAUGHIN' NOSE,,1985,JPN,VAP,,,foIbzhIPFJQ
199,24,"I Am Bitch, Or Not",キャ→,,1986,JPN,Spankids Record,,,
200,24,only you(唯一人),ばちかぶり,,1985,JPN,ナゴムレコード,,,
201,24,痛み,クレヨン社,,1988,JPN,NECアベニュー,,ちょっぴりタイムマシン,
202,25,猫になりたい,スピッツ,,1994,JPN,ポリドール,笹路正徳,漫遊前の一曲,
203,25,Daydream Believer,The Monkees,,1967,US,Colgems,Chip Douglas,,xvqeSJlgaNk
204,25,Looking for the Man,Rabbitt,,1975,ZAF,Jo'Burg Records,,,
205,25,Heartache Tonight,Eagles,,1979,US,Asylum,Bill Szymczyk,,
206,25,I Don't Like It,Zebra,,1984,US,Atlantic,Jack Douglas,,-0KU-D9dHRk
207,25,Prepare Your Coffin,Tortoise,,2009,US,Thrill Jockey,,,6zRJftR_508
208,25,Come Unwound,The Bulls,,2014,US,Diet Pink Records,,,2Pc64JWiqNA
209,25,You're in Love,Ratt,,1985,US,Atlantic,Beau Hill,,8aqyosRF1Aw
210,25,コペルニクス,SKAFUNK,,1989,JPN,Wonder Force,,ちょっぴりタイムマシン,
211,26,青い車,スピッツ,,1994,JPN,ポリドール,土方隆行,漫遊前の一曲,5K8ZuLYG0yo
212,26,Black Shuck,The Darkness,,2003,UK,Atlantic,Pedro Ferreira,,nRlTc1RYMGU
213,26,Wuthering Heights,Kate Bush,,1978,UK,EMI,Andrew Powell,,-1pMMIe4hb4
214,26,Hocus Pocus,Focus,,1971,NED,Imperial Records,Mike Vernon,,9esBTlhbC_g
215,26,Stayin’ Alive,Bee Gees,,1977,US,RSO,Albhy Galuten,,I_izvAbhExY
216,26,Anthem,Rush,,1975,CAN,Anthem,Terry Brown,,
217,26,ワタリドリ,[ALEXANDROS],Alexandros,2015,JPN,ユニバーサル,,,O_DLtVuiqhI
218,26,Lovin’ You,Minnie Riperton,,1975,US,Epic,Stevie Wonder,,REe_U1MxIKM
219,26,終電マスター,FREENOTE,,2003,JPN,DESERT AIR RECORDS,,ちょっぴりタイムマシン,xrUrKSbYVgE
220,27,小さな生き物,スピッツ,,2013,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,tU5mPtGk1Eg
221,27,The Concept,Teenage Fanclub,,1991,UK,Creation,,,7JYH1pVbqpQ
222,27,Like a Virgin,Teenage Fanclub,,1991,UK,Creation,,,
223,27,The Cabbage,Teenage Fanclub,,1993,UK,Creation,,,LiZrfCWsuMk
224,27,Sparky's Dream,Teenage Fanclub,,1995,UK,Creation,,,UK_CuMJJLwg
225,27,Ain't That Enough,Teenage Fanclub,,1997,UK,Creation,,,jdeqYx-9-AQ
226,27,I Don't Want Control of You,Teenage Fanclub,,1997,UK,Creation,,,
227,27,I'm In Love,Teenage Fanclub,,2016,UK,Merge,,,FDOLKSp2AWU
228,27,Fall in Love Once Again,SPORTS,,2006,JPN,ビクターエンタテイメント,,ちょっぴりタイムマシン,
229,28,ハニーハニー,スピッツ,,1992,JPN,ポリドール,高橋信彦,漫遊前の一曲,
230,28,Run Run Run,Jo Jo Gunne,,1972,US,Asylum,Tom Dowd,,cOi0Iv5J45c
231,28,ハイ!チャイナ!,thee michelle gun elephant,,1997,JPN,TRIAD,,,
232,28,Panic,The Smiths,,1986,UK,Rough Trade,John Porter,,wMykYSQaG_c
233,28,Midnight Teenage Shuffle,PERSONZ,,1987,JPN,BAIDIS,,,pUnQzRNxfiA
234,28,Gepetto,Belly,,1993,US,Sire,Gil Norton,,SBi676v4Gs4
235,28,Lazy Sunday,Small Faces,,1968,UK,EMI,,,o_ZKQtmNMVE
236,28,Southern Girls,Cheap Trick,,1977,US,Epic,Tom Werman,,VRSg81H7Bm0
237,28,体力に限界はあるのか,カステラ,,1989,JPN,CBS・ソニー,,ちょっぴりタイムマシン,
238,29,ハチの針,スピッツ,,2016,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
239,29,You Really Got Me,The Kinks,,1964,UK,Pye,Shel Talmy,,fTTsY-oz6Go
240,29,Rock Bottom,UFO,,1974,UK,Chrysalis,Leo Lyons,,BdJTUuwYBN8
241,29,Welcome to the Jungle,Guns N' Roses,,1987,US,Geffen,Mike Clink,,o1tj2zJ2Wvg
242,29,Sick of Myself,Matthew Sweet,,1995,US,Zoo Entertainment,Brendan O’Brien,,sNfocDNZWY8
243,29,People of the Sun,Rage Against the Machine,,1996,US,Epic,Brendan O’Brien,,scyC9A6o_Ts
244,29,ユー・エフ・オー,吉田ヨウヘイgroup,よしだようへいぐるーぷ,2015,JPN,P-VINE,,,sXr0jiIUr6g
245,29,星のリンダ,JET KELLY,,2004,JPN,メルダック,,ちょっぴりタイムマシン,
246,30,夏の魔物,スピッツ,,1991,JPN,ポリドール,高橋信彦,漫遊前の一曲,
247,30,サマーツアー,RCサクセション,,1982,JPN,ロンドン・レコード,,,dRMIUegdhh4
248,30,SUMMER SONG,YUI,,2008,JPN,STUDIOSEVEN Recordings,HISASHI KONDO,,JW7y1gzWISA
249,30,Summer Soul,cero,,2015,JPN,カクバリズム,,,lfETQNfBAD4
250,30,SUMMER BREEZE,go!go!vanillas,,2018,JPN,ビクターエンタテイメント,,,lTYHDtukfcw
251,30,夏が来て僕等,真島昌利,ましままさとし,1989,JPN,メルダック,篠原太郎,,
252,30,真夏の夜の事,初恋の嵐,はつこいのあらし,2002,JPN,ユニバーサル,,,1_Op0iJ9Ddc
253,30,あなほり,KUSU KUSU,,1989,JPN,ゴリランドレコード,,ちょっぴりタイムマシン,
254,31,初恋に捧ぐ,スピッツ,,2012,JPN,ユニバーサル,,漫遊前の一曲,
255,31,The Real Me,The Who,,1973,UK,Track,,田村明浩選曲,9QhB411bMuU
256,31,Don't Look Around,Mountain,,1971,US,Windfall,,田村明浩選曲,lVU8a5kJSNU
257,31,The Ides of March / Wrathchild,Iron Maiden,,1981,UK,EMI,Martin Birch,田村明浩選曲,io4ObwuO24w
258,31,London Calling,The Clash,,1979,UK,CBS,Guy Stevens,田村明浩選曲,EfK-WX2pa8c
259,31,Caught in a Mosh,Anthrax,,1987,US,Megaforce,,田村明浩選曲,zlLn0UicWrM
260,31,You're My Best Friend,Queen,,1976,UK,EMI,Roy Thomas Baker,田村明浩選曲,HaZpZQG2z10
261,31,オレンジ色の月,マルコシアス・バンプ,,1990,JPN,ビクターエンタテイメント,,ちょっぴりタイムマシン,
262,32,ナンプラー日和,スピッツ,,2005,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
263,32,Stay (I Missed You),Lisa Loeb and Nine Stories,,1994,US,RCA,,三輪テツヤ選曲,i9HGwRbMiVY
264,32,Luka,Suzanne Vega,,1987,US,A&M,Steve Addabbo,三輪テツヤ選曲,VZt7J0iaUD0
265,32,Appointments,Julien Baker,,2017,US,Matador,,三輪テツヤ選曲,MdBu21i9aEE
266,32,No Ordinary Love (Live 2011),Sade,,2012,US,Epic,Mike Pela,三輪テツヤ選曲,au8rHGvytn8
267,32,Beauty,James Iha,,1997,US,Hut Records,Jim Scott,三輪テツヤ選曲,
268,32,Delaware,Don Peris,,2006,US,Jemez Mountain,,三輪テツヤ選曲,
269,32,初めて恋をした日,区麗情,くれいじょう,1994,JPN,Sony Records,,ちょっぴりタイムマシン,
270,33,オーバードライブ,スピッツ,,1992,JPN,ポリドール,,漫遊前の一曲,
271,33,Colorado Bulldog,Mr. Big,,1993,US,Atlantic,Kevin Elson,崎山龍男選曲,
272,33,Come Dancing,Jeff Beck,,1976,UK,Epic,George Martin,崎山龍男選曲,
273,33,Sparkle,山下達郎,やましたたつろう,1982,JPN,AIR ⁄ RVC,,崎山龍男選曲,
274,33,I WANT YOUR LOVE,DEAD END,,1989,JPN,BMGビクター,岡野ハジメ,崎山龍男選曲,
275,33,The Weight,The Band,,1968,US,Capitol Records,John Simon,崎山龍男選曲,Ymgvs0KU1L0
276,33,GパンとTシャツとブーツで,The Wells,,1993,JPN,日本コロムビア,,ちょっぴりタイムマシン,
277,34,ミカンズのテーマ,スピッツ,,2002,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
